"Next Generation Accountability, 2018-19"

"FallOfYear","RptngDistrictName","ReportingDistrictCode","SchoolName","SchoolCode","SchoolOrgType","SchoolLowGrade","SchoolHighGrade","SchoolTitleIType","Category","TotalPoints","TotalPossiblePoints","OutcomeRatePct","FinalCategory","AchievementGapFlag","Ind1ELA_All_Rate","Ind1ELA_All_Points","Ind1ELA_All_PossiblePoints","Ind1ELA_HN_Rate","Ind1ELA_NHN_Rate","Ind1ELA_HN_Points","Ind1ELA_HN_PossiblePoints","Ind1Math_All_Rate","Ind1Math_All_Points","Ind1Math_All_PossiblePoints","Ind1Math_NHN_Rate","Ind1Math_HN_Rate","Ind1Math_HN_Points","Ind1Math_HN_PossiblePoints","Ind1Sci_All_Rate","Ind1Sci_All_Points","Ind1Sci_All_PossiblePoints","Ind1Sci_HN_Rate","Ind1Sci_NHN_Rate","Ind1Sci_HN_Points","Ind1Sci_HN_PossiblePoints","Ind1ELAGap","Ind1MathGap","Ind1SciGap","Ind2ELA_All_Rate","Ind2ELA_All_Points","Ind2ELA_All_Possiblepoints","Ind2Math_All_Rate","Ind2Math_All_Points","Ind2Math_All_Possiblepoints","Ind2ELA_HN_Rate","Ind2ELA_NHN_Rate","Ind2ELA_HN_Points","Ind2ELA_HN_Possiblepoints","Ind2Math_HN_Rate","Ind2Math_NHN_Rate","Ind2Math_HN_Points","Ind2Math_HN_Possiblepoints","Ind2LEP_LTCY_Rate","Ind2LEP_LTCY_Points","Ind2LEP_LTCY_PossiblePoints","Ind2LEP_ORAL_Rate","Ind2LEP_ORAL_Points","Ind2LEP_ORAL_PossiblePoints","Ind3PartRateFlag","Ind3ELA_All_Rate","Ind3ELA_HN_Rate","Ind3ELA_NHN_Rate","Ind3Math_All_Rate","Ind3Math_HN_Rate","Ind3Math_NHN_Rate","Ind3Sci_All_Rate","Ind3Sci_HN_Rate","Ind3Sci_NHN_Rate","Ind4Rate","Ind4Points","Ind4PossiblePoints","Ind4HNRate","Ind4HNPoints","Ind4HNPossiblePoints","Ind5Rate","Ind5Points","Ind5PossiblePoints","Ind6Rate","Ind6Points","Ind6PossiblePoints","Ind7Rate","Ind7points","Ind7PointsPossible","Ind8Rate","Ind8Points","Ind8PointsPossible","GradGapFlag","Ind9Rate","Ind9Points","Ind9PointsPossible","Ind10Rate","Ind10Points","Ind10PossiblePoints","Ind11FitnessRate","Ind11ParticipationRate","Ind11Points","Ind11PossiblePoints","Ind12Rate","Ind12Points","Ind12PossiblePoints","Grad6YrRateHN","Grad6YrRateNHN","Grad6YrHNNHNDiff","Hurdle_Mean_ELA","Hurdle_Mean_Math","Hurdle_Mean_Sci","Hurdle_Means_Grad","CategoryDropFlag","Support","SupportCategory","Distinction","DistinctionCategory","Perform","ELA_ALL_YN","Math_ALL_YN","ELA_HN_YN","Math_HN_YN","Improve","SupportType","schoolyear"
2018.000000,"Bridgeport School District","=""0150011""","District","=""0000000""","District","District","District",,"DistrictTot",887.217700,1450.000000,61.187428,".",0.000000,54.307438,36.204958,50.000000,52.315898,63.412596,34.877265,50.000000,46.399853,30.933235,50.000000,54.813437,44.559283,29.706189,50.000000,48.663267,32.442178,50.000000,46.902612,55.517813,31.268408,50.000000,11.090000,10.250000,8.610000,0.533821,53.382088,100.000000,0.526153,52.615276,100.000000,0.524439,0.575998,52.443914,100.000000,0.517944,0.563010,51.794437,100.000000,0.538753,26.937668,50.000000,0.460031,23.001547,50.000000,0.000000,0.986917,0.985509,0.993600,0.986245,0.984923,0.992521,0.974776,0.972418,0.984412,0.188397,22.320617,50.000000,0.208208,18.358472,50.000000,0.547272,36.484798,50.000000,0.168680,11.245314,50.000000,0.713309,37.941987,50.000000,0.751037,79.897590,100.000000,0.000000,0.731310,77.798951,100.000000,0.604000,80.592593,100.000000,0.523036,0.971992,34.869046,50.000000,0.385214,32.101167,50.000000,0.731310,".",".",15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Brookfield School District","=""0180011""","District","=""0000000""","District","District","District",,"DistrictTot",1229.002363,1450.000000,84.758784,".",0.000000,72.999046,48.666030,50.000000,62.753655,75.000000,41.835770,50.000000,70.562890,47.041926,50.000000,75.000000,61.299163,40.866109,50.000000,70.584307,47.056205,50.000000,61.342723,75.000000,40.895148,50.000000,12.240000,13.700000,13.650000,0.650321,65.032112,100.000000,0.767450,76.745034,100.000000,0.577086,0.682142,57.708571,100.000000,0.738935,0.779769,73.893522,100.000000,0.791595,39.579732,50.000000,0.627933,31.396662,50.000000,0.000000,0.963483,0.955010,0.967914,0.961376,0.950920,0.966845,0.968647,0.970732,0.967581,0.046959,50.000000,50.000000,0.083028,43.394383,50.000000,0.947242,50.000000,50.000000,0.683453,45.563549,50.000000,0.956989,50.000000,50.000000,0.962264,100.000000,100.000000,0.000000,0.901961,95.953275,100.000000,0.865000,100.000000,100.000000,0.500615,0.985455,33.374334,50.000000,0.602958,50.000000,50.000000,0.901961,0.940000,0.038039,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Eastford School District","=""0390011""","District","=""0000000""","District","District","District",,"DistrictTot",607.318271,800.000000,75.914784,".",0.000000,71.095335,47.396890,50.000000,66.505220,75.000000,44.336813,50.000000,69.862830,46.575220,50.000000,74.345657,64.614641,43.076427,50.000000,63.388733,42.259155,50.000000,".",66.355951,".",".",8.490000,9.730000,".",0.536271,53.627131,100.000000,0.677232,67.723199,100.000000,0.537483,0.535122,53.748272,100.000000,0.674404,0.679915,67.440412,100.000000,".",".",".",".",".",".",0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,".",1.000000,0.041096,50.000000,50.000000,0.044118,50.000000,50.000000,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.617021,0.940000,41.134752,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"East Haddam School District","=""0410011""","District","=""0000000""","District","District","District",,"DistrictTot",1109.746333,1350.000000,82.203432,".",0.000000,73.938707,49.292471,50.000000,65.331518,75.000000,43.554345,50.000000,67.616929,45.077953,50.000000,72.274796,58.801193,39.200796,50.000000,67.636979,45.091319,50.000000,59.688701,70.836285,39.792468,50.000000,9.660000,13.470000,11.140000,0.663152,66.315208,100.000000,0.664353,66.435277,100.000000,0.639393,0.675548,63.939293,100.000000,0.643841,0.675015,64.384140,100.000000,".",".",".",".",".",".",0.000000,0.992453,1.000000,0.988406,0.983019,0.989189,0.979710,0.995575,1.000000,0.993750,0.041965,50.000000,50.000000,0.067873,46.425339,50.000000,0.980769,50.000000,50.000000,0.506410,33.760684,50.000000,1.000000,50.000000,50.000000,0.928571,98.784195,100.000000,0.000000,0.913043,97.132285,100.000000,0.556000,74.074074,100.000000,0.547297,0.942675,36.486486,50.000000,0.690625,50.000000,50.000000,0.913043,0.940000,0.026957,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Ellington School District","=""0480011""","District","=""0000000""","District","District","District",,"DistrictTot",1173.431429,1450.000000,80.926305,".",1.000000,73.156119,48.770746,50.000000,60.155918,75.000000,40.103945,50.000000,70.453718,46.969146,50.000000,75.000000,56.537383,37.691589,50.000000,72.302272,48.201515,50.000000,61.279906,75.000000,40.853271,50.000000,14.840000,18.460000,13.720000,0.595010,59.500951,100.000000,0.681508,68.150831,100.000000,0.561111,0.607307,56.111062,100.000000,0.627203,0.700966,62.720297,100.000000,0.787070,39.353495,50.000000,0.655631,32.781549,50.000000,0.000000,0.990155,0.978417,0.995025,0.990155,0.978417,0.995025,0.986949,0.964706,0.995485,0.075465,44.907091,50.000000,0.160167,27.966574,50.000000,0.945596,50.000000,50.000000,0.531088,35.405872,50.000000,0.957245,50.000000,50.000000,0.966851,100.000000,100.000000,0.000000,0.914286,97.264438,100.000000,0.757000,100.000000,100.000000,0.550186,0.986553,36.679058,50.000000,0.600000,50.000000,50.000000,0.914286,0.940000,0.025714,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Canaan School District","=""0210011""","District","=""0000000""","District","District","District",,"DistrictTot",329.162630,450.000000,73.147251,".",0.000000,76.292077,50.000000,50.000000,".",75.000000,".",".",66.500680,44.333786,50.000000,72.727651,".",".",".",".",".",".",".",".",".",".",".",".",".",0.643348,64.334786,100.000000,0.673568,67.356802,100.000000,".",0.656022,".",".",".",0.686694,".",".",".",".",".",".",".",".",0.000000,0.977273,".",1.000000,0.977273,".",1.000000,".",".",".",0.117647,36.470588,50.000000,0.200000,20.000000,50.000000,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.700000,1.000000,46.666667,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Canterbury School District","=""0220011""","District","=""0000000""","District","District","District",,"DistrictTot",652.786505,900.000000,72.531834,".",0.000000,70.098170,46.732114,50.000000,64.084458,74.568891,42.722972,50.000000,63.587092,42.391394,50.000000,67.574173,58.176053,38.784035,50.000000,66.702935,44.468623,50.000000,59.291191,72.034190,39.527461,50.000000,10.480000,9.390000,12.740000,0.564071,56.407063,100.000000,0.604077,60.407720,100.000000,0.526515,0.590094,52.651471,100.000000,0.579833,0.620685,57.983299,100.000000,".",".",".",".",".",".",0.000000,0.992780,0.983871,1.000000,0.989170,0.975806,1.000000,1.000000,1.000000,1.000000,0.065116,46.976744,50.000000,0.071429,45.714286,50.000000,".",".",".",".",".",".",0.973684,50.000000,50.000000,".",".",".",".",".",".",".",".",".",".",0.420290,0.958333,28.019324,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Canton School District","=""0230011""","District","=""0000000""","District","District","District",,"DistrictTot",1112.904942,1350.000000,82.437403,".",1.000000,75.546047,50.000000,50.000000,60.258571,75.000000,40.172381,50.000000,72.454809,48.303206,50.000000,75.000000,56.107960,37.405307,50.000000,74.021354,49.347570,50.000000,60.077941,75.000000,40.051961,50.000000,14.740000,18.890000,14.920000,0.606007,60.600699,100.000000,0.651440,65.144004,100.000000,0.448115,0.657667,44.811507,100.000000,0.486288,0.705601,48.628760,100.000000,".",".",".",".",".",".",1.000000,0.985799,0.968326,0.991987,0.983432,0.963801,0.990385,0.980501,0.946809,0.992453,0.055082,48.983607,50.000000,0.123288,35.342466,50.000000,0.757447,50.000000,50.000000,0.672340,44.822695,50.000000,0.974895,50.000000,50.000000,0.948276,100.000000,100.000000,0.000000,0.933333,99.290780,100.000000,0.864000,100.000000,100.000000,0.800830,0.958250,50.000000,50.000000,0.678208,50.000000,50.000000,0.933333,0.940000,0.006667,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"North Stonington School District","=""1020011""","District","=""0000000""","District","District","District",,"DistrictTot",1001.104552,1250.000000,80.088364,".",0.000000,79.562489,50.000000,50.000000,67.476096,75.000000,44.984064,50.000000,77.878016,50.000000,50.000000,75.000000,65.461684,43.641123,50.000000,79.690189,50.000000,50.000000,69.364097,75.000000,46.242731,50.000000,7.520000,9.530000,5.630000,0.667467,66.746725,100.000000,0.687797,68.779701,100.000000,0.537023,0.693331,53.702319,100.000000,0.525732,0.719931,52.573229,100.000000,".",".",".",".",".",".",0.000000,0.989848,1.000000,0.987539,0.989848,1.000000,0.987539,1.000000,1.000000,1.000000,0.072753,45.449358,50.000000,0.154362,29.127517,50.000000,0.697917,46.527778,50.000000,0.531250,35.416667,50.000000,0.965217,50.000000,50.000000,0.933333,99.290780,100.000000,0.000000,".",".",".",0.689000,91.851852,100.000000,0.411765,1.025862,27.450980,50.000000,0.591837,49.319728,50.000000,".",".",".",15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Newington School District","=""0940011""","District","=""0000000""","District","District","District",,"DistrictTot",1143.375258,1450.000000,78.853466,".",0.000000,67.817122,45.211415,50.000000,60.979137,73.257854,40.652758,50.000000,65.265885,43.510590,50.000000,71.014557,58.001213,38.667475,50.000000,63.355922,42.237282,50.000000,57.961651,67.719709,38.641100,50.000000,12.270000,13.010000,9.750000,0.534803,53.480251,100.000000,0.634753,63.475298,100.000000,0.518392,0.545969,51.839218,100.000000,0.592616,0.663318,59.261634,100.000000,0.746670,37.333494,50.000000,0.515099,25.754972,50.000000,0.000000,0.996400,0.994077,0.998346,0.993699,0.989141,0.997519,0.981308,0.986301,0.977143,0.056698,48.660311,50.000000,0.095561,40.887793,50.000000,0.823256,50.000000,50.000000,0.519380,34.625323,50.000000,0.958904,50.000000,50.000000,0.950495,100.000000,100.000000,0.000000,0.904348,96.207216,100.000000,0.753000,100.000000,100.000000,0.493937,0.958172,32.929130,50.000000,0.629317,50.000000,50.000000,0.904348,0.940000,0.035652,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"East Granby School District","=""0400011""","District","=""0000000""","District","District","District",,"DistrictTot",1056.961970,1250.000000,84.556958,".",0.000000,76.876071,50.000000,50.000000,66.262874,75.000000,44.175249,50.000000,72.798159,48.532106,50.000000,75.000000,60.117736,40.078490,50.000000,78.456769,50.000000,50.000000,70.408400,75.000000,46.938933,50.000000,8.730000,14.880000,4.590000,0.721215,72.121545,100.000000,0.714838,71.483777,100.000000,0.655535,0.745024,65.553532,100.000000,0.629712,0.744986,62.971207,100.000000,".",".",".",".",".",".",0.000000,0.995565,1.000000,0.993631,0.993363,0.992701,0.993651,0.990196,1.000000,0.986667,0.057851,48.429752,50.000000,0.142259,31.548117,50.000000,0.923664,50.000000,50.000000,0.549618,36.641221,50.000000,0.984127,50.000000,50.000000,0.949153,100.000000,100.000000,0.000000,".",".",".",0.842000,100.000000,100.000000,0.603636,0.985663,40.242424,50.000000,0.578947,48.245614,50.000000,".",".",".",15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"New Fairfield School District","=""0910011""","District","=""0000000""","District","District","District",,"DistrictTot",1161.613049,1450.000000,80.111245,".",0.000000,75.060105,50.000000,50.000000,63.934807,75.000000,42.623205,50.000000,71.488221,47.658814,50.000000,75.000000,60.157566,40.105044,50.000000,68.561700,45.707800,50.000000,59.754307,71.466014,39.836205,50.000000,11.060000,14.840000,11.710000,0.621073,62.107296,100.000000,0.654820,65.481983,100.000000,0.485238,0.665945,48.523816,100.000000,0.535777,0.694215,53.577707,100.000000,0.658257,32.912853,50.000000,0.626965,31.348272,50.000000,1.000000,0.984707,0.965517,0.991841,0.982158,0.962382,0.989510,0.978682,0.939850,0.992167,0.038550,50.000000,50.000000,0.063415,47.317073,50.000000,0.976077,50.000000,50.000000,0.626794,41.786284,50.000000,0.966667,50.000000,50.000000,0.966019,100.000000,100.000000,0.000000,0.872340,92.802173,100.000000,0.832000,100.000000,100.000000,0.613208,0.963636,40.880503,50.000000,0.347328,28.944020,50.000000,0.872340,0.940000,0.067660,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Milford School District","=""0840011""","District","=""0000000""","District","District","District",,"DistrictTot",1183.686311,1450.000000,81.633539,".",0.000000,72.515894,48.343929,50.000000,64.806812,75.000000,43.204541,50.000000,68.998130,45.998753,50.000000,74.389920,60.183548,40.122366,50.000000,67.188962,44.792642,50.000000,59.875648,71.623324,39.917098,50.000000,10.190000,14.200000,11.740000,0.665597,66.559701,100.000000,0.652825,65.282526,100.000000,0.648726,0.674884,64.872590,100.000000,0.597927,0.682864,59.792744,100.000000,0.807691,40.384536,50.000000,0.592146,29.607296,50.000000,0.000000,0.970926,0.967156,0.973348,0.972279,0.966292,0.976124,0.957594,0.953815,0.959950,0.083996,43.200740,50.000000,0.139644,32.071130,50.000000,0.903118,50.000000,50.000000,0.518931,34.595397,50.000000,0.921820,49.032995,50.000000,0.931350,99.079799,100.000000,0.000000,0.924324,98.332375,100.000000,0.747000,99.539171,100.000000,0.686321,0.962543,45.754717,50.000000,0.518415,43.201265,50.000000,0.924324,0.940000,0.015676,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Windsor School District","=""1640011""","District","=""0000000""","District","District","District",,"DistrictTot",1100.011078,1450.000000,75.862833,".",0.000000,62.454608,41.636405,50.000000,55.503915,70.163392,37.002610,50.000000,60.203839,40.135892,50.000000,68.086701,53.073517,35.382345,50.000000,61.978108,41.318739,50.000000,55.114774,69.382775,36.743183,50.000000,14.650000,15.010000,14.260000,0.607518,60.751815,100.000000,0.728600,72.859954,100.000000,0.585196,0.628907,58.519606,100.000000,0.689065,0.766320,68.906535,100.000000,0.536364,26.818195,50.000000,0.618896,30.944777,50.000000,0.000000,0.977220,0.964324,0.992376,0.971946,0.956757,0.989822,0.970960,0.953162,0.991781,0.096543,40.691373,50.000000,0.145981,30.803783,50.000000,0.718033,47.868852,50.000000,0.301639,20.109290,50.000000,0.892157,47.455152,50.000000,0.890323,94.715168,100.000000,0.000000,0.868613,92.405653,100.000000,0.693000,92.413793,100.000000,0.550847,0.915616,36.723164,50.000000,0.549658,45.804795,50.000000,0.868613,0.940000,0.071387,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Brooklyn School District","=""0190011""","District","=""0000000""","District","District","District",,"DistrictTot",671.322162,900.000000,74.591351,".",0.000000,72.508628,48.339086,50.000000,64.236901,75.000000,42.824601,50.000000,64.999434,43.332956,50.000000,71.904080,56.557198,37.704799,50.000000,74.399820,49.599880,50.000000,65.005090,75.000000,43.336726,50.000000,10.760000,15.340000,9.990000,0.575626,57.562561,100.000000,0.621510,62.150979,100.000000,0.583500,0.570133,58.349952,100.000000,0.596416,0.639116,59.641641,100.000000,".",".",".",".",".",".",0.000000,0.996317,0.991870,1.000000,0.996317,0.991870,1.000000,0.995305,0.987342,1.000000,0.056040,48.792030,50.000000,0.102426,39.514825,50.000000,".",".",".",".",".",".",0.915663,48.705460,50.000000,".",".",".",".",".",".",".",".",".",".",0.472000,0.939850,31.466667,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Bolton School District","=""0120011""","District","=""0000000""","District","District","District",,"DistrictTot",989.257861,1250.000000,79.140629,".",1.000000,74.892922,49.928615,50.000000,62.349844,75.000000,41.566562,50.000000,70.699255,47.132837,50.000000,75.000000,57.370860,38.247240,50.000000,74.817374,49.878249,50.000000,60.845556,75.000000,40.563704,50.000000,12.650000,17.620000,14.150000,0.589091,58.909057,100.000000,0.612047,61.204704,100.000000,0.523493,0.615769,52.349302,100.000000,0.494289,0.659376,49.428927,100.000000,".",".",".",".",".",".",0.000000,0.983294,0.992537,0.978947,0.980907,0.985075,0.978947,0.989583,0.983607,0.992366,0.050518,49.896373,50.000000,0.130435,33.913043,50.000000,0.768000,50.000000,50.000000,0.504000,33.600000,50.000000,0.961832,50.000000,50.000000,0.975000,100.000000,100.000000,0.000000,".",".",".",0.848000,100.000000,100.000000,0.502041,0.964567,33.469388,50.000000,0.590038,49.169860,50.000000,".",".",".",15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Montville School District","=""0860011""","District","=""0000000""","District","District","District",,"DistrictTot",1129.627659,1450.000000,77.905356,".",0.000000,71.048777,47.365851,50.000000,65.057088,75.000000,43.371392,50.000000,67.595212,45.063474,50.000000,73.902974,61.775280,41.183520,50.000000,65.816911,43.877941,50.000000,60.366876,71.157067,40.244584,50.000000,9.940000,12.120000,10.790000,0.623231,62.323079,100.000000,0.639889,63.988876,100.000000,0.578838,0.665551,57.883846,100.000000,0.591062,0.686431,59.106189,100.000000,0.708418,35.420908,50.000000,0.680785,34.039250,50.000000,0.000000,0.989286,0.981544,0.998092,0.987478,0.979866,0.996169,0.986328,0.984556,0.988142,0.084479,43.104126,50.000000,0.127841,34.431818,50.000000,0.912162,50.000000,50.000000,0.364865,24.324324,50.000000,0.961877,50.000000,50.000000,0.911602,96.978959,100.000000,0.000000,0.880435,93.663275,100.000000,0.648000,86.363636,100.000000,0.412420,0.969136,27.494692,50.000000,0.592775,49.397920,50.000000,0.880435,0.940000,0.059565,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Waterbury School District","=""1510011""","District","=""0000000""","District","District","District",,"DistrictTot",936.497086,1450.000000,64.586006,".",0.000000,55.607324,37.071550,50.000000,54.105547,68.982174,36.070364,50.000000,48.575006,32.383337,50.000000,61.651014,47.106045,31.404030,50.000000,51.164658,34.109772,50.000000,50.047408,60.896108,33.364938,50.000000,14.870000,14.540000,10.840000,0.578365,57.836517,100.000000,0.537669,53.766859,100.000000,0.570027,0.659085,57.002709,100.000000,0.532836,0.584377,53.283646,100.000000,0.505420,25.270978,50.000000,0.445486,22.274288,50.000000,0.000000,0.987143,0.986249,0.995030,0.986622,0.985780,0.994036,0.984912,0.983987,0.992874,0.155979,28.804159,50.000000,0.168551,26.289864,50.000000,0.605811,40.387395,50.000000,0.120121,8.008095,50.000000,0.808852,43.024060,50.000000,0.766940,81.589328,100.000000,1.000000,0.751152,79.909795,100.000000,0.651000,86.815920,100.000000,0.519447,1.032667,34.629790,50.000000,0.398396,33.199691,50.000000,0.751152,0.888889,0.137737,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Deep River School District","=""0360011""","District","=""0000000""","District","District","District",,"DistrictTot",654.725515,800.000000,81.840689,".",0.000000,77.763589,50.000000,50.000000,70.790107,75.000000,47.193405,50.000000,79.071746,50.000000,50.000000,75.000000,72.326300,48.217533,50.000000,73.376344,48.917563,50.000000,".",".",".",".",4.200000,2.670000,".",0.633743,63.374340,100.000000,0.784852,78.485161,100.000000,0.532606,0.702206,53.260599,100.000000,0.653609,0.873692,65.360948,100.000000,".",".",".",".",".",".",0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,".",".",0.028571,50.000000,50.000000,0.050420,49.915966,50.000000,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",0.843373,0.988095,50.000000,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Derby School District","=""0370011""","District","=""0000000""","District","District","District",,"DistrictTot",999.459682,1450.000000,68.928254,".",0.000000,57.295457,38.196971,50.000000,52.918464,66.756043,35.278976,50.000000,52.446571,34.964380,50.000000,62.095996,47.991453,31.994302,50.000000,54.237735,36.158490,50.000000,50.280313,61.756835,33.520209,50.000000,13.830000,14.100000,11.470000,0.488466,48.846568,100.000000,0.557010,55.701033,100.000000,0.470795,0.526393,47.079502,100.000000,0.533360,0.607917,53.335978,100.000000,0.827100,41.355002,50.000000,0.756998,37.849922,50.000000,0.000000,0.988032,0.984733,0.995614,0.989362,0.986641,0.995614,0.970779,0.960976,0.990291,0.113043,37.391304,50.000000,0.134021,33.195876,50.000000,0.662577,44.171779,50.000000,0.177914,11.860941,50.000000,0.855000,45.478723,50.000000,0.792079,84.263746,100.000000,1.000000,0.805556,85.697400,100.000000,0.571000,76.190476,100.000000,0.553922,0.995122,36.928105,50.000000,0.631420,50.000000,50.000000,0.805556,0.920000,0.114444,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"West Haven School District","=""1560011""","District","=""0000000""","District","District","District",,"DistrictTot",1035.836420,1450.000000,71.436994,".",0.000000,64.351410,42.900940,50.000000,60.991687,71.943127,40.661125,50.000000,60.222313,40.148209,50.000000,67.662704,56.910210,37.940140,50.000000,59.494674,39.663116,50.000000,56.194873,66.054425,37.463249,50.000000,10.950000,10.750000,9.850000,0.596830,59.683028,100.000000,0.622102,62.210219,100.000000,0.584657,0.620022,58.465695,100.000000,0.615852,0.633938,61.585246,100.000000,0.775391,38.769539,50.000000,0.571802,28.590110,50.000000,0.000000,0.982456,0.980044,0.988260,0.979323,0.975155,0.989339,0.975519,0.967462,0.992958,0.136387,32.722594,50.000000,0.166043,26.791324,50.000000,0.649283,43.285528,50.000000,0.203390,13.559322,50.000000,0.899543,47.848052,50.000000,0.822115,87.459083,100.000000,1.000000,0.791925,84.247390,100.000000,0.664000,88.512241,100.000000,0.455786,0.957931,30.385757,50.000000,0.395334,32.944515,50.000000,0.791925,0.904412,0.112486,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"Easton School District","=""0460011""","District","=""0000000""","District","District","District",,"DistrictTot",734.156055,900.000000,81.572895,".",0.000000,82.586931,50.000000,50.000000,71.015959,75.000000,47.343973,50.000000,78.074285,50.000000,50.000000,75.000000,66.005061,44.003374,50.000000,75.112386,50.000000,50.000000,65.828823,75.000000,43.885882,50.000000,3.980000,8.990000,9.170000,0.686033,68.603297,100.000000,0.696200,69.619985,100.000000,0.572320,0.720295,57.231954,100.000000,0.618062,0.719479,61.806233,100.000000,".",".",".",".",".",".",1.000000,0.980769,0.957317,0.989130,0.977564,0.945122,0.989130,0.982143,0.947368,0.994012,0.040863,50.000000,50.000000,0.062500,47.500000,50.000000,".",".",".",".",".",".",0.988764,50.000000,50.000000,".",".",".",".",".",".",".",".",".",".",0.662420,0.957317,44.161359,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"East Windsor School District","=""0470011""","District","=""0000000""","District","District","District",,"DistrictTot",966.595032,1450.000000,66.661726,".",0.000000,60.513916,40.342611,50.000000,55.505768,68.623557,37.003845,50.000000,52.759870,35.173247,50.000000,60.526666,47.923940,31.949293,50.000000,58.065311,38.710207,50.000000,52.871680,64.505414,35.247787,50.000000,13.110000,12.600000,11.630000,0.544873,54.487316,100.000000,0.456416,45.641642,100.000000,0.528672,0.571245,52.867164,100.000000,0.426287,0.505759,42.628709,100.000000,0.638703,31.935155,50.000000,0.369099,18.454942,50.000000,1.000000,0.979853,0.976676,0.985222,0.979853,0.973761,0.990148,0.954357,0.941606,0.971154,0.146035,30.793037,50.000000,0.191291,21.741835,50.000000,0.847682,50.000000,50.000000,0.304636,20.309051,50.000000,0.888889,47.281324,50.000000,0.905263,96.304591,100.000000,0.000000,0.861111,91.607565,100.000000,0.671000,89.411765,100.000000,0.423208,0.945161,28.213879,50.000000,0.317881,26.490066,50.000000,0.861111,0.902439,0.041328,15.389535,17.608319,16.064023,11.115401,".",,,,,".",".",".",".",".",".",,"2018-19"
2018.000000,"North Canaan School District","=""1000011""","District","=""0000000""","District","District","District",,"DistrictTot",702.595107,900.000000,78.066123,".",0.000000,74.047297,49.364865,50.000000,68.505018,75.000000,45.670012,50.000000,64.920936,43.280624,50.000000,74.906995,57.312509,38.208339,50.000000,71.420690,47.613793,50.000000,65.374708,75.000000,43.583138,50.000000,6.490000,17.590000,9.620000,0.670147,67.014723,100.000000,0.645577,64.557658,100.000000,0.685863,0.653348,68.586285,100.000000,0.591179,0.703726,59.117899,100.000000,".",".",".",".",".",".",0.000000,1.000000,1.000000,1.000000,0.993377,1.000000,0.984615,1.000000,1.000000,1.000000,0.049587,50.000000,50.000000,0.078571,44.285714,50.000000,".",".",".",".",".",".",0.933333,49.645390,50.000000,".",".",".",".",".",".",".",".",".",".",0.475000,0.975610,31.666667,50.000000,".",".",".",".",".",".",15.389535,17.608319,16.064023,".",".",,,,,".",".",".",".",".",".",,"2018-19"
